,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
1297,Classic SE Mid-Century Modern HUGE 1BR,Buckman,0,73,1,364,328
1298,Beautiful Laurelhurst Home,Laurelhurst,0,300,30,0,69
1299,The Alberta Guesthouse,Vernon,0,149,1,243,152
1300,"Charming, Basement Retreat-Popular NW Portland, OR",Northwest District,0,158,2,156,167
1301,Sleeping Beauty in Northwest Alpha. Near trails!!,Northwest District,0,96,2,178,266
1302,West Hills Room #1,Hillsdale,1,41,4,158,40
1303,Spacious home on the west hills,Arlington Heights,0,220,14,4,33
1304,Private Studio Apartment Close to Downtown,South Portland,0,80,1,467,262
1305,Alberta Arts Energy efficient Home w AC/ 1gigWiFi,Concordia,0,103,1,238,215
1306,Modern private room in quiet NE Neighborhood,Rose City Park,1,49,1,174,167
1307,Miller Street Sellwood Garden Apartment,Sellwood-Moreland Improvement League,0,75,3,174,332
1308,Cozy Private Room NE Portland 10min from Downtown,East Columbia,1,49,2,23,0
1309,Stare out at the Treetops on an Extinct Volcano Mountainside,Mt. Tabor,0,208,7,69,0
1310,Wald House PDX - Featured on Dwell!,Southwest Hills,0,336,3,122,19
1311,The Map Room,Buckman,1,37,1,239,37
1312,The Peace Garden Rental,Multnomah,0,157,3,23,134
1313,Studio with sleeping loft in Concordia District,Concordia,0,60,180,0,365
1314,A Viewpoint By The River,South Portland,0,71,30,16,49
1315,Convenient safe location in Portland&Private room,Parkrose Heights,1,50,30,9,263
1316,Amazing 1BR Granny Flat Nestled near Rocky Butte,Madison South,0,75,1,182,241
1317,Private and Convenient Eastmoreland Guest Loft,Eastmoreland,0,95,2,69,75
1318,Near Downtown! Brand New,Southwest Hills,0,154,1,163,8
1319,HOTEL in a HOME in Beautiful MONTAVILLA,Montavilla,1,80,1,100,342
1320,Healing Hawthorne Habitat with Dry Cedar Sauna,Hosford-Abernethy,0,94,2,175,54
1321,SE PDX Craftsman,Hosford-Abernethy,0,150,2,216,176
1322,Cozy Cottage Close-in N PDX Neighborhood,Portsmouth,0,85,1,107,131
1323,"Sunnyside Wonderland - Coffee Shops, Bars & Parks",Buckman,0,75,1,399,339
1324,Comfy SE Portland Apartment - Great Eats/Bars,Buckman,0,78,1,371,338
1325,Private Portland Guest House in Hip NE Alberta/Wil,King,0,125,3,293,111
1326,Mt Tabor Parkside Gem,Mt. Tabor,0,93,3,54,288
1327,THE NEST:  Spacious 2 Story Home Sellwood-Moreland,Sellwood-Moreland Improvement League,0,130,30,10,136
1328,North Portland Studio Apartment,Overlook,0,82,2,207,150
1329,Quiet Artist's Condo in NW,Northwest District,0,200,2,33,7
1330,Stylish Cozy Spacious Pad by Famed Alberta Street,King,0,100,2,75,0
1331,Charming & Spacious 5BR/2BA Home in SE Portland,Richmond,0,179,1,329,141
1332,Friendly Sunlit Bedroom,Cully,1,65,4,27,7
1333,Lovely Studio in Portland's Best Location,Northwest District,0,77,30,15,359
1334,The Arborhouse: light-filled design+garden retreat,Arbor Lodge,0,89,5,171,0
1335,Portland Central East Side 4 Bed/2 Bath,Kerns,0,264,30,64,88
1336,The Overlook Nook,Overlook,0,164,2,50,76
1337,Book House,Portsmouth,1,121,1,65,321
1338,Ankeny Loft Just a Block From East Burnside,Buckman,0,104,1,221,149
1339,"The Laurelhurst Loft
Clean, Bright & Central",Laurelhurst,0,170,2,147,322
1340,Ground Level Walkout in Modern Architecture Townhouse,Cathedral Park,0,125,5,122,0
1341,NE Irving Park Cottage,King,0,104,2,261,218
1342,Northwest Natural Habitat Getaway in SE Portland.,North Tabor,0,92,3,65,259
1343,Loft Living Steps From Laurelhurt's Hip Restaurant Scene,Buckman,0,110,1,195,167
1344,Open and Light upstairs apartment with fireplace,Eliot,0,96,3,61,0
1345,"Chalet in the City. Tabor, Laurelhurst, Providence",North Tabor,0,96,2,99,1
1346,Private apartment in a Portland Charmer,Piedmont,0,86,1,282,332
1347,"Creston Townhouse, a peaceful retreat in the city",Creston-Kenilworth,0,82,1,318,285
1348,Little Backyard Cottage,Arbor Lodge,0,91,2,270,171
1349,Walkable Hillsdale Studio Suite,Hillsdale,0,68,7,97,0
1350,"Upstairs Studio: kitchenette, private bathroom",Foster-Powell,1,60,7,50,343
1351,"Mt Views, Forest Hiking and Urban Convenience",Northwest District,0,95,3,117,0
1352,Cozy Loft Studio,Woodstock,0,55,30,77,289
1353,"Alberta Arts 3 blocks to eats, bars & shops",Sabin,0,186,2,217,37
1354,Concordia Retreat,Concordia,1,50,2,21,91
1355,The University Park Art House,University Park,0,125,2,75,303
1356,Comfy Buckman Neighborhood Home!,Buckman,0,114,1,408,145
1357,Modern Private Bungalow,North Tabor,0,89,2,226,9
1358,Tiny House in Alberta Arts District!,King,0,33,30,59,0
1359,The Ladd  - A Perfect Walkable Spot,Hosford-Abernethy,0,110,3,72,145
1360,♥7th Ave ADU Priv 2 bed unit in Historic District♥,Eliot,0,305,2,89,71
1361,Portland International Guesthouse - Room 1,Northwest District,3,88,1,75,350
1362,"Upscale “Pearl Pad”.  Great location, view, fun!",Pearl,0,150,31,0,298
1363,Comfy Private Mt Tabor Apt (SE Portland),Mt. Tabor,0,60,2,96,8
1364,"Truly Local Experience, Steps from Restaurant Row!",Kerns,0,65,1,303,228
1365,Magnolia Cottage Steps from Mississippi St!,Boise,0,98,2,178,82
1366,"Portland Classic - Parks, Eateries + Local Shops",Buckman,0,81,1,359,347
1367,The Hydeaway Retreat,Rose City Park,0,90,30,10,13
1368,Portland is Pad with Speakeasy in basement,Montavilla,0,200,2,165,0
1369,Entire modern lower-level in SW Portland. Private!,Hillsdale,0,85,14,22,143
1370,Adorable Grant Park basement apartment,Grant Park,0,82,2,155,223
1371,"*Starla, the Vintage Nomad*",Lents,0,40,1,164,184
1372,Roomy shared spaces & amazing location for exploring NW PDX! Great for couples!,Northwest District,0,180,1,56,360
1373,"Sunny condo w/ shared grills - walk to restaurants, shops, parks & more!",Northwest District,0,215,1,45,355
1374,Dragonfly House,Kenton,0,132,1,25,268
1375,Bright Contemporary Loft in The Pearl - 745 sq ft,Pearl,0,116,31,7,191
1376,Million-Dollar River View: light-filled downtown,Portland Downtown,0,125,31,1,200
1377,Chic Space + Attached Bath in Close-in Victorian,King,1,60,1,50,12
1378,Alberta Arts Apartment,Vernon,0,96,4,160,219
1379,"Luxury 5-bedroom, 4-bath home. Walk Score: 95!",King,0,570,2,188,79
1380,The Alameda Carriage House,Alameda,0,121,2,88,0
1381,"Sweet family home, special touches, grand piano",Concordia,0,157,2,137,0
1382,Joshua Tree Vibes in SE PDX - Local Bars & Food,Buckman,0,97,1,401,148
1383,Solar-powered 2-story apartment w/ gourmet kitchen,Alameda,0,81,2,450,1
1384,Separate spacious guest house over garage.,Hosford-Abernethy,0,145,3,101,261
1385,The Nest in Brooklyn. Love where you stay!,Brooklyn Action Corps,0,99,2,8,0
1386,Valentina's Tiny Brother...Tino!,Hillside,0,85,2,84,57
1387,Classic bungalow great location walkable Northeast,Rose City Park,0,200,2,11,167
1388,Eclectic Hideaway in the Trees,Southwest Hills,0,123,2,72,66
1389,Downtown One Bedroom Condo In Historic Building,Portland Downtown,0,55,30,16,231
1390,Walk to NW 23rd from Well-Preserved 1902 Craftsman,Northwest District,0,132,1,376,168
1391,"Back Bedroom in Cozy, Artsy, St. Johns Bungalow",St. Johns,1,75,3,57,351
1392,Stylish Private Suite With Own Outdoor Courtyard,Madison South,0,90,1,442,83
1393,Convenient place for female only,Parkrose Heights,1,40,30,13,92
1394,Montavilla Studio. Pet friendly!,Montavilla,1,79,1,353,331
1395,New Classic Portland Guesthouse,Roseway,0,87,2,221,146
1396,New Tiny-ish House in Hawthorne,Hosford-Abernethy,0,143,1,236,170
1397,Underground Art Suite,Foster-Powell,0,90,1,159,329
1398,50% OFF FALL SPECIAL!!! Deluxe Boutique Suite,Piedmont,0,200,30,12,330
1399,Sanctuary in the heart of the City,Hollywood,0,70,60,0,276
1400,Walkable Woodlawn Home,Woodlawn,0,91,3,19,0
1401,Guesthouse Among The Trees,Richmond,0,187,3,160,164
1402,Piedmont Carriage House - Close in NE Portland,Piedmont,0,85,2,170,136
1403,Cozy private studio-2 min walk to trendy AlbertaSt,Vernon,0,110,5,48,68
1404,Modern Studio in NE Portland (Piedmont),Piedmont,0,60,2,321,278
1405,Cozy Home in Multnomah Village,Multnomah,0,158,5,37,8
1406,Lovely Spacious Private Guest Suite,Piedmont,0,58,1,107,0
1407,"Bright + Cozy, you’ll love.",Cathedral Park,0,125,29,22,61
1408,morrison street eco house,Sunnyside,0,195,2,28,80
1409,Little Green Garden Guesthouse,North Tabor,0,162,3,193,0
1410,"Urban Apt-City Views/Free Parking/Dwtn,PSU&OHSU",Homestead,0,70,30,16,0
1411,Spacious Studio Apartment Next to Reed College,Reed,0,90,2,141,144
1412,The Clinton Modern,Hosford-Abernethy,0,213,2,147,86
1413,Beautifully Designed Alberta Carriage House,Concordia,0,234,5,106,321
1414,Bright and Comfortable St. Johns Apartment,St. Johns,0,97,2,71,108
1415,Rose City Retreat,Rose City Park,0,135,28,47,166
1416,HUGE 2-bed space near Mt Tabor,South Tabor,0,99,2,28,77
1417,Hawthorne Sunnyside Cottage,Sunnyside,0,83,1,476,63
1418,Alberta Arts District just blocks away! 425,King,0,65,30,58,323
1419,⚜ VILLA PALÂZZO ⚜  ✔Last Minute Discount! ⚜⚜⚜,Mt. Tabor,0,88,1,320,40
1420,Private Studio Walk to Everything,Sunnyside,0,75,2,148,308
1421,★Artists Loft - #1 Spot + Hot Tub + Parking,Concordia,0,149,1,455,159
1422,"Private apartment, separate entrance!  Fireplace!",University Park,0,87,2,124,67
1423,Bright & Colorful Home in SE Division Neighborhood,Richmond,0,223,5,23,0
1424,Vintage Eclectic Garden Apartment in Portland,Creston-Kenilworth,0,78,2,153,79
1425,All of the Comforts of Home in Alberta Arts,Alameda,0,111,3,124,57
1426,Sparkling New Studio in Ladd's Addition,Hosford-Abernethy,0,186,2,98,342
1427,Light filled basement apartment,Piedmont,0,51,30,0,205
1428,Immaculate & Charming Condo in a Prized Location,Irvington,0,134,2,53,6
1429,Entire Charming house,Far Southwest,0,190,2,36,15
1430,Unique PDX Tri-Plex Upper Level Apartment,Eliot,0,105,2,36,357
1431,Modern Pearl Condo with Secure Reserved Parking,Pearl,0,120,30,3,233
1432,The S'more,Russell,0,82,1,506,57
1433,PDX/ST Johns Hideaway,Cathedral Park,0,179,2,50,330
1434,Fresh and Clean private room,Powellhurst-Gilbert,1,42,1,69,364
1435,NE Portland Home (pet friendly) with Hot Tub,Humboldt,0,223,1,358,153
1436,Alberta Arts: Beautiful Pet Friendly Private Home.,Vernon,0,106,30,8,0
1437,The Urban Cabin,Foster-Powell,0,100,30,101,364
1438,The Home With The Yellow Door/Alberta Arts,Sabin,0,155,1,300,135
1439,Rose City Guest House,Rose City Park,0,105,3,204,11
1440,Modern Studio w/ Patio in Quirky Kenton with AC,Kenton,0,69,2,315,14
1441,Urban Oasis on NW LoveJoy in the Pearl,Northwest District,0,70,31,5,364
1442,Lovely home w/ Bikes. Perfect Irvington location!,Irvington,0,115,4,44,87
1443,Cozy Home In SE Portland! W/Sauna,Lents,0,96,2,136,215
1444,Gateway to PDX and the Pacific Northwest!,Madison South,0,129,2,104,101
1445,Rose City Garden Retreat,Roseway,0,129,2,214,124
1446,Beautiful and cozy treetop studio,Brentwood-Darlington,0,80,1,79,0
1447,ALBERTA ARTS 1BR/1BA!,Concordia,0,61,1,57,298
1448,"Modern Vintage Home, Walk to Hawthorne & Belmont!",Sunnyside,0,153,3,137,139
1449,Deluxe Clinton Suite - Division Inns,Richmond,1,157,1,44,326
1450,"Clinton Suite: King Bed, Bathroom - Division Inns",Richmond,1,141,1,17,332
1451,Roseway Basecamp  near PDX Airport,Roseway,0,164,1,214,176
1452,Private Studio Apt - Division Inns,Richmond,1,132,1,21,339
1453,Clinton Private Room with Bathroom & Balcony,Richmond,1,121,1,20,351
1454,Clinton Private Room and Bathroom - Division Inns,Richmond,1,121,1,17,337
1455,"King Bed, Private Bathroom - Division Inns",Richmond,1,115,1,28,340
1456,Portland International Guesthouse Room 2,Northwest District,3,70,1,91,351
1457,Alberta Arts District!  Close to Everything!,King,0,195,2,48,357
1458,Portland International Guesthouse Room 3,Northwest District,3,80,1,92,326
1459,Portland International Guesthouse Room 4,Northwest District,3,88,1,85,351
1460,Minimalist apartment on the edge of Pearl,Old Town/Chinatown,0,114,3,143,32
1461,Live Small to Live Large.,University Park,1,54,1,32,17
1462,Alberta Arts District - Walkable Getaway!,Vernon,0,79,2,161,82
1463,NE Portland studio with private courtyard,Woodlawn,0,95,3,318,198
1464,The Hummingbird Suite,Richmond,1,42,3,218,26
1465,The Cyan Room,Richmond,1,30,3,294,83
1466,A Guest Suite on the Max off Mississippi Ave,Overlook,0,102,1,143,176
1467,1 BR in N. Mississippi Food and Arts District,Piedmont,1,69,2,161,198
1468,Handmade Haven,Mt. Scott-Arleta,0,80,1,134,0
1469,The Croft (a small farm),St. Johns,0,125,2,34,364
1470,❤️ CLEAN ★ LUXURY OASIS ★ NEAR DOWNTOWN,North Tabor,0,161,2,199,283
1471,2-bedroom - Modern Urban Home (日本語）,Boise,0,189,2,134,145
1472,Urban bungalow bedroom with bikes,Overlook,0,70,2,95,33
1473,"Farmhouse apt. in North PDX, close to light rail",Piedmont,0,89,3,142,79
1474,"Woodstock Hideway, clean comfort, great location",Woodstock,0,150,3,101,171
1475,Architect-designed house in SE Portland’s MtTabor,Mt. Tabor,0,150,3,142,215
1476,Duplex in Alberta Art District!,King,0,160,2,39,250
1477,Tabor Cottage: Detached Guest House,South Tabor,0,70,2,284,61
1478,Cozy Murphy Bed Studio: Kitchenette near Hawthorne,Richmond,0,75,2,89,81
1479,PRIME LOCATION! Historic Home! 99/100 Walk Score!,Northwest District,0,420,2,142,76
1480,Charming South Tabor Apartment!,South Tabor,0,71,2,106,217
1481,Charming Bungalow Minimum 30 stay,Piedmont,0,93,30,6,275
1482,"Accessible, Award-Winning Guest House with Garden",Arbor Lodge,0,159,2,278,98
1483,Relaxing retreat steps to OHSU & min from downtown,Homestead,0,116,1,211,85
1484,Gorgeous suite near Reed College,Reed,1,65,2,60,66
1485,Fabulous Guest Suite East Moreland/Reed College,Eastmoreland,0,126,1,175,360
1486,"Grayhaus - A modern, quiet and cozy guest house!",Rose City Park,0,175,2,92,169
1487,"Modern Alberta Arts Studio w/ King Bed, Best of NE",Vernon,0,93,2,151,163
1488,Grace House,Sellwood-Moreland Improvement League,0,85,30,6,242
1489,Water Ave Suite,South Portland,0,120,3,20,18
1490,"Inner NE near Williams, Mississippi, Downtown",Eliot,0,61,3,173,27
1491,Charming Eclectic Suites - 10 Mins to OHSU  (420),South Portland,0,138,3,59,75
1492,Bright Queen Bed Overlooking Courtyard,South Tabor,0,51,2,177,95
1493,Modern Guest House in North Portland,Overlook,0,99,1,210,254
1494,University of Portland Oasis,University Park,0,98,7,60,109
1495,Private 1BR/1BA suite in SW Portland,Ashcreek,0,56,5,95,0
1496,Cozy Sabin duplex-30 day minimum stay,King,0,85,30,18,259
1497,"Charming, Private, Detached Studio!",Sellwood-Moreland Improvement League,0,72,2,219,144
1498,"Irvington, Private, boutique suite urban retreat!",Irvington,0,95,4,56,81
1499,Gorgeous Laurelhurst 2 bed home! Walk Score 93!,Kerns,0,135,2,159,98
1500,Artist entertainers home off Alberta & Mississippi,Overlook,0,300,3,16,88
1501,"North Portland Guest Suite, Cozy & Clean",Arbor Lodge,1,62,2,68,0
1502,*Spacious 2 Bedrm*Easy to Airport-Message Host 1st,Parkrose Heights,0,83,1,158,71
1503,Belmont Studio:  night / weekend parking,Buckman,0,135,2,181,167
1504,Gorgeous Irvington Apartment,Irvington,0,79,2,159,157
1505,"Big, Bright Apartment in Excellent NE Location",King,0,71,30,22,268
1506,Alberta Delight,Cully,0,52,1,235,0
1507,Viatorum Gallery At Hawthorne,Richmond,0,89,1,395,208
1508,"Llama's Rest! Cozy, Private Apt - Montavilla Tabor",Mt. Tabor,0,99,30,16,229
1509,Cozy guesthouse between Alberta Arts and Williams,King,0,113,3,124,2
1510,*Walk to Alberta eats & drinks*Dog Park*Playground,Vernon,0,93,2,164,177
1511,The Sneakaway,King,0,164,2,260,33
1512,Creston Cutie - Close-in SE,Creston-Kenilworth,0,70,29,6,0
1513,Pot-friendly 1 BR full APT w/ comfy Portland charm,King,0,85,3,145,0
1514,Thompson Street Guest Suite with Spacious Garden,Eliot,0,75,2,117,74
1515,Vintage Farmhouse Loft — Just off Alberta Street!,King,0,106,2,131,28
1516,Tabor Retreat,Mt. Tabor,0,86,2,126,331
1517,"Waterfront Pearl District Condo w/Parking, Hot Tub",Old Town/Chinatown,0,80,30,10,323
1518,The Diamond,Concordia,0,60,6,131,313
1519,Master Suite in Mississippi Food and Arts District,Piedmont,1,119,3,69,137
1520,Dwell - Net Zero Energy Living,Brentwood-Darlington,0,119,1,174,141
1521,Master Suite + 1 BR in N. Mississippi District.,Piedmont,1,189,5,1,353
1522,The Nest Tiny Home & Garden /Alberta Arts District,Concordia,0,77,30,16,329
1523,波特兰·温馨之家,Powellhurst-Gilbert,1,30,2,15,233
1524,Overlook BackShack,Overlook,0,67,2,240,282
1525,Luxury Boho-Styled Comfort in North Portland,Humboldt,0,81,1,75,0
1526,Euro Suite with 150+mbps Fast Wifi!,Mt. Tabor,0,119,3,52,74
1527,Cozy Home w/Bikes in a Very Portland neighborhood,Woodlawn,0,151,2,106,21
1528,Private room/bath in  unique St Johns.,St. Johns,1,40,31,8,192
1529,Kitschy Eclectic Lounge - near Alberta Street,Beaumont-Wilshire,0,85,2,120,74
1530,Ensuite queen bedroom in St Johns.,St. Johns,1,40,31,6,142
1531,"100% new loft-like dwelling, base of rocky butte",Madison South,0,104,2,36,234
1532,Close-In NE PDX,Irvington,0,150,2,49,109
1533,"Newly Renovated 2 bedrooms, 1 bath apartment",Ashcreek,0,90,2,9,322
1534,Bybee Be & Be Smart Guest House,Woodstock,0,167,3,53,240
1535,Bright House-share with Private Bath Near Airport,Roseway,1,100,30,2,365
1536,"Gorgeous, Accessible unit close to downtown!",Brooklyn Action Corps,0,209,1,78,359
1537,The Portland Oregon Dome!     w/ Elec Car Charging,Crestwood,0,95,2,49,354
1538,Charming Hawthorne/Belmont Family Home,Sunnyside,0,113,4,22,12
1539,"New, Modern Chef's Dream in Historic Turret House",Irvington,0,139,1,148,161
1540,Sun-filled Home in Buckman Neighborhood w/ 3 beds!,Buckman,0,113,1,357,158
1541,"Dog-friendly condo w/ fireplace! Great location near dining, music, & breweries",Buckman,0,136,1,43,354
1542,Dog-friendly condo w/ fireplace & kitchen in great location near music/dining,Buckman,0,210,2,73,354
1543,Dog-friendly condo w/ fireplace & full kitchen - walk to restaurants & shopping,Buckman,0,111,1,49,358
1544,Dog-friendly condo w/ fireplace & amazing Eastside location at Dorian,Buckman,0,188,1,48,360
1545,"Modern, dog-friendly condo in a fantastic location near dining & shopping",Buckman,0,138,1,52,354
1546,Dog-friendly Buckman condo w/ gas fireplace - walk to great restaurants & music!,Buckman,0,165,1,41,362
1547,"Cozy Studio Apt, Close-In Heart of SE PDX Location",Sunnyside,0,27,1,344,165
1548,Bright Queen Bedroom with Private Bath in NE,Roseway,1,99,1,40,364
1549,Spring Discounts! Westside Townhouse near Downtown,Northwest Heights,0,95,30,4,96
1550,Secured + Private Guesthouse   • Free Parking •,Rose City Park,0,73,30,14,351
1551,"Bright, modern, private home in lively SE Portland",Richmond,0,94,2,185,47
1552,Perfect SE Division St 2-bdrm/2-bath Craftsman,Hosford-Abernethy,0,140,1,231,54
1553,Charming 2bed/1ba Flat NE Dekum St. Triangle,Woodlawn,0,95,2,2,0
1554,Hollywood District Hideaway,Hollywood,0,99,2,219,52
1555,"Sunny, comfy private space near Univ. of Portland",University Park,1,70,1,220,356
1556,Spacious Inner SE Private Guest Suite,Richmond,0,65,1,164,243
1557,Dog-friendly pair of condos w/ great Eastside location - walk to dining/shopping,Buckman,0,337,2,5,359
1558,Maple cottage. Basement unit w/ private entrance,Parkrose,0,35,2,96,2
1559,Private Home with A/C & Parking - Pets Welcome!,St. Johns,0,155,3,43,0
1560,Cozy cottage close to it all in Northeast Portland,Irvington,0,99,2,122,350
1561,"Beautiful Condo at chic NW 23, Portland downtown.",Northwest District,0,80,30,22,88
